time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-08-21T06:20:31.438Z,38.033,-116.7606,7.1,1.3,ml,21,93.01,0.366,0.2132,nn,nn00556946,2016-08-21T16:27:23.820Z,"38km WSW of Warm Springs, Nevada",earthquake,,2.4,0.26,8,reviewed,nn,nn
2016-08-21T06:19:41.290Z,37.6261673,-118.8911667,1.12,1.33,md,14,109,0.009305,0.03,nc,nc72681871,2016-08-21T06:21:17.385Z,"7km ESE of Mammoth Lakes, California",earthquake,0.35,0.43,0.12,13,automatic,nc,nc
2016-08-21T06:18:16.000Z,61.6014,-146.3197,35,1.1,ml,,,,0.52,ak,ak13862694,2016-08-21T06:29:28.009Z,"52km N of Valdez, Alaska",earthquake,0.4,0.7,,,automatic,ak,ak
2016-08-21T06:17:32.740Z,19.4588337,-155.8453369,10.72,1.93,md,33,106,0.07375,0.19,hv,hv61381926,2016-08-21T06:21:05.500Z,"2km E of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.54,0.13,12,automatic,hv,hv
2016-08-21T06:01:15.420Z,38.8133316,-122.8216629,1.46,1.68,md,24,80,0.007371,0.07,nc,nc72681831,2016-08-21T06:02:52.373Z,"6km NW of The Geysers, California",earthquake,0.22,0.34,0.08,8,automatic,nc,nc
2016-08-21T05:56:50.370Z,38.8106651,-122.8101654,3.14,1.5,md,14,107,0.01192,0.16,nc,nc72681826,2016-08-21T05:58:28.446Z,"5km NW of The Geysers, California",earthquake,0.6,0.85,0.2,6,automatic,nc,nc
2016-08-21T05:10:37.660Z,36.6824989,-121.3239975,-0.24,1.31,md,12,126,0.09617,0.18,nc,nc72681796,2016-08-21T05:12:12.921Z,"14km SSE of Ridgemark, California",earthquake,0.7,2.94,0.23,9,automatic,nc,nc
2016-08-21T05:10:29.570Z,47.958,-121.8918333,21.64,1.02,ml,6,116,0.1751,0.12,uw,uw61182242,2016-08-21T16:51:53.260Z,"8km N of Woods Creek, Washington",earthquake,0.85,1.77,0.057,5,reviewed,uw,uw
2016-08-21T05:05:55.960Z,38.8128319,-122.8066635,1.75,1.03,md,11,128,0.01012,0.02,nc,nc72681791,2016-08-21T05:07:33.047Z,"5km NW of The Geysers, California",earthquake,0.31,0.49,0.04,5,automatic,nc,nc
2016-08-21T04:49:47.730Z,36.1793,-97.5112,5,2.7,mb_lg,,64,0.156,0.12,us,us10006fj0,2016-08-21T10:58:17.308Z,"23km WSW of Perry, Oklahoma",earthquake,0.7,2,0.093,30,reviewed,us,us
2016-08-21T04:42:08.000Z,61.5212,-147.1688,20,1.5,ml,,,,0.54,ak,ak13862308,2016-08-21T04:58:53.622Z,"61km NW of Valdez, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-21T04:40:06.070Z,33.8721667,-118.2356667,9.85,2.15,ml,43,76,0.0507,0.29,ci,ci37666928,2016-08-21T15:54:55.088Z,"3km SSW of Compton, CA",earthquake,0.45,0.82,0.166,27,automatic,ci,ci
2016-08-21T04:37:04.000Z,61.2278,-139.7446,5,1.3,ml,,,,0.87,ak,ak13862306,2016-08-21T04:50:24.750Z,"132km WNW of Haines Junction, Canada",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-21T04:28:59.430Z,-55.02,-31.4856,10,5.1,mb,,112,2.998,0.82,us,us10006fiy,2016-08-21T04:47:28.040Z,"South Georgia Island region",earthquake,13,1.9,0.086,44,reviewed,us,us
2016-08-21T03:59:50.000Z,61.898,-149.2572,15,1.2,ml,,,,0.54,ak,ak13861895,2016-08-21T04:13:52.472Z,"17km N of Fishhook, Alaska",earthquake,0.4,0.2,,,automatic,ak,ak
2016-08-21T03:52:09.830Z,33.3808333,-116.3416667,10.26,1.72,ml,61,46,0.1289,0.21,ci,ci37666904,2016-08-21T04:03:07.140Z,"14km NNE of Borrego Springs, CA",earthquake,0.23,0.57,0.174,25,automatic,ci,ci
2016-08-21T03:45:23.740Z,-55.2775,-31.7546,10,6.4,mwp,,52,2.916,0.85,us,us10006fik,2016-08-21T05:50:15.829Z,"South Georgia Island region",earthquake,7.1,1.8,,,reviewed,us,us
2016-08-21T03:24:21.790Z,35.9908333,-117.9198333,3.45,1.01,ml,15,57,0.02923,0.17,ci,ci37666848,2016-08-21T03:28:00.586Z,"6km N of Little Lake, CA",earthquake,0.35,1.01,0.191,15,automatic,ci,ci
2016-08-21T03:18:09.000Z,63.3939,-151.3384,5,1.2,ml,,,,0.7,ak,ak13861888,2016-08-21T03:56:40.096Z,"119km W of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-21T03:04:44.000Z,61.7192,-150.873,15,2.6,ml,,,,0.81,ak,ak13861515,2016-08-21T03:56:41.725Z,"44km W of Willow, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-21T03:01:26.100Z,17.9647,-67.041,15,1.7,Md,3,313.2,0.00538989,0.15,pr,pr16234003,2016-08-21T06:07:11.066Z,"1km SSE of La Parguera, Puerto Rico",earthquake,1.9,0.9,0,3,reviewed,pr,pr
2016-08-21T02:47:32.000Z,60.0792,-152.7598,100,1.9,ml,,,,0.93,ak,ak13861510,2016-08-21T03:56:41.140Z,"45km S of Redoubt Volcano, Alaska",earthquake,1,1.8,,,automatic,ak,ak
2016-08-21T02:31:37.600Z,18.6518,-68.0367,77,2.8,Md,6,183.6,0.35393622,0.31,pr,pr16234002,2016-08-21T06:05:40.759Z,"39km ENE of Punta Cana, Dominican Republic",earthquake,6.7,2.7,0,4,reviewed,pr,pr
2016-08-21T02:30:50.420Z,-14.7816,167.1982,96.53,5.1,mb,,58,6.373,0.7,us,us10006fi6,2016-08-21T02:49:43.040Z,"33km NNE of Port-Olry, Vanuatu",earthquake,7.1,6.6,0.035,262,reviewed,us,us
2016-08-21T02:15:53.000Z,61.6513,-146.3138,20,1.8,ml,,,,0.92,ak,ak13861502,2016-08-21T02:29:37.381Z,"58km N of Valdez, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-21T02:11:39.130Z,46.5363333,-121.6095,0.59,2.23,ml,12,224,0.2549,0.13,uw,uw61182187,2016-08-21T16:34:21.660Z,"9km SSE of Packwood, Washington",earthquake,0.78,11.19,0.124,74,reviewed,uw,uw
2016-08-21T02:08:22.000Z,63.2917,-151.5561,5,1.5,ml,,,,0.6,ak,ak13861500,2016-08-21T02:21:08.696Z,"130km NNW of Talkeetna, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-21T02:05:41.100Z,35.991,-117.9251667,3.93,1.15,ml,18,57,0.03277,0.12,ci,ci37666712,2016-08-21T02:09:15.320Z,"6km NNW of Little Lake, CA",earthquake,0.24,0.53,0.193,18,automatic,ci,ci
2016-08-21T02:00:38.400Z,35.9365005,-121.2626648,9.2,1.31,md,5,142,0.09282,0.02,nc,nc72681646,2016-08-21T02:02:11.666Z,"33km SSW of King City, California",earthquake,0.82,2.5,0.05,3,automatic,nc,nc
2016-08-21T01:57:04.000Z,58.8299,-134.4972,5,1.5,ml,,,,0.82,ak,ak13861132,2016-08-21T02:12:44.203Z,"58km N of Juneau, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-21T01:55:57.000Z,33.2806667,-116.112,1.19,1.11,ml,32,51,0.1478,0.26,ci,ci37666696,2016-08-21T01:59:26.147Z,"15km W of Salton City, CA",earthquake,0.49,1.2,0.177,26,automatic,ci,ci
2016-08-21T01:47:48.800Z,18.9864,-67.026,15,2.9,Md,16,248.4,0.52102286,0.33,pr,pr16234000,2016-08-21T02:44:33.104Z,"53km N of Isabela, Puerto Rico",earthquake,1,2.2,0,16,reviewed,pr,pr
2016-08-21T01:34:21.000Z,62.3431,-148.6003,25,1.6,ml,,,,0.96,ak,ak13861129,2016-08-21T01:45:20.743Z,"62km NNE of Sutton-Alpine, Alaska",earthquake,0.5,0.2,,,automatic,ak,ak
2016-08-21T01:28:54.800Z,18.0958,-64.9797,7,2,Md,6,122.4,0.25422323,0.34,pr,pr16234001,2016-08-21T04:54:48.124Z,"27km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.7,2.3,0,4,reviewed,pr,pr
2016-08-21T01:14:26.680Z,35.9893333,-117.9265,3.49,1.22,ml,17,47,0.03456,0.16,ci,ci37666648,2016-08-21T01:18:08.137Z,"6km NNW of Little Lake, CA",earthquake,0.28,0.93,0.24,20,automatic,ci,ci
2016-08-21T01:04:53.930Z,36.3996667,-117.871,3.83,1.71,ml,19,118,0.1601,0.17,ci,ci37666632,2016-08-21T01:15:42.150Z,"18km NE of Olancha, CA",earthquake,0.86,3.05,0.241,27,automatic,ci,ci
2016-08-21T01:04:14.000Z,61.7922,-148.5194,5,1.1,ml,,,,0.85,ak,ak13861125,2016-08-21T01:19:38.882Z,"17km E of Sutton-Alpine, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-21T00:59:33.000Z,58.1398,-151.6103,25,2.4,ml,,,,0.75,ak,ak13860759,2016-08-21T01:19:38.266Z,"61km NE of Kodiak, Alaska",earthquake,0.7,0.4,,,automatic,ak,ak
2016-08-21T00:50:23.200Z,36.1581667,-117.859,1.29,1.6,ml,19,71,0.04064,0.13,ci,ci37666592,2016-08-21T00:54:12.568Z,"15km NNE of Coso Junction, CA",earthquake,0.24,0.33,0.201,25,automatic,ci,ci
2016-08-21T00:43:54.180Z,19.4181671,-155.6130066,1.8,1.71,md,12,107,0.02062,0.28,hv,hv61381556,2016-08-21T00:47:12.380Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.47,0.59,0.14,5,automatic,hv,hv
2016-08-21T00:42:49.950Z,-3.6334,131.4603,10,5,mb,,84,1.059,0.86,us,us10006fhu,2016-08-21T01:00:09.040Z,"266km NNW of Tual, Indonesia",earthquake,7.1,0.9,0.073,59,reviewed,us,us
2016-08-21T00:42:38.000Z,63.6848,-145.6027,10,1.1,ml,,,,0.71,ak,ak13860758,2016-08-21T01:03:42.024Z,"28km SW of Deltana, Alaska",earthquake,0.6,0.3,,,automatic,ak,ak
2016-08-21T00:30:08.000Z,63.5939,-147.9187,15,2.2,ml,,,,0.8,ak,ak13860752,2016-08-21T00:43:07.041Z,"56km ENE of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-21T00:03:48.420Z,38.8408318,-122.8280029,2.13,2.15,md,32,50,0.006259,0.05,nc,nc72681456,2016-08-21T00:06:43.951Z,"9km WNW of Cobb, California",earthquake,0.21,0.29,0.14,13,automatic,nc,nc
2016-08-21T00:02:50.360Z,38.8393326,-122.8304977,1.95,1.02,md,16,98,0.003967,0.02,nc,nc72681461,2016-08-21T00:04:27.039Z,"9km WNW of Cobb, California",earthquake,0.26,0.43,0.12,6,automatic,nc,nc
2016-08-20T23:48:24.190Z,46.3995,-122.2608333,18.22,1.24,ml,10,184,0.07758,0.19,uw,uw61182132,2016-08-21T00:03:03.870Z,"17km S of Morton, Washington",earthquake,1.22,1.11,0.147,20,reviewed,uw,uw
2016-08-20T23:47:57.000Z,63.7587,-146.4967,5,1.3,ml,,,,0.78,ak,ak13860749,2016-08-21T00:01:35.211Z,"48km SW of Delta Junction, Alaska",earthquake,0.2,0.3,,,automatic,ak,ak
2016-08-20T23:44:37.940Z,35.9884987,-117.9199982,3.25,3,ml,47,35,0.03074,0.14,ci,ci37666480,2016-08-20T23:55:35.000Z,"6km NNW of Little Lake, CA",earthquake,0.21,0.51,0.272,23,automatic,ci,ci
2016-08-20T23:01:46.830Z,38.8376656,-122.8021698,1.58,1.69,md,26,56,0.009265,0.03,nc,nc72681421,2016-08-20T23:03:22.645Z,"7km WNW of Cobb, California",earthquake,0.18,0.34,0.27,7,automatic,nc,nc
2016-08-20T22:30:26.470Z,-55.1813,-30.7896,10,4.7,mb,,67,3.424,0.49,us,us10006fhe,2016-08-20T23:25:36.040Z,"280km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.8,1.9,0.101,30,reviewed,us,us
2016-08-20T22:17:31.000Z,61.5392,-151.8217,100,2.1,ml,,,,0.63,ak,ak13860379,2016-08-20T22:27:27.444Z,"97km WSW of Willow, Alaska",earthquake,0.8,1,,,automatic,ak,ak
2016-08-20T22:09:22.350Z,19.3735008,-155.2833405,2.63,2.12,ml,26,52,0.01305,0.18,hv,hv61381426,2016-08-20T22:15:03.240Z,"7km SW of Volcano, Hawaii",earthquake,0.21,0.3,0.25,10,automatic,hv,hv
2016-08-20T22:01:26.851Z,38.3355,-119.3312,3.2,1.6,ml,12,94.16,0.307,0.1544,nn,nn00556928,2016-08-20T22:15:03.832Z,"12km NW of Bridgeport, California",earthquake,,3.8,0.25,5,reviewed,nn,nn
2016-08-20T21:58:10.220Z,38.8361664,-122.8306656,2.07,2.51,md,47,52,0.004476,0.05,nc,nc72681381,2016-08-21T08:50:43.788Z,"9km W of Cobb, California",earthquake,0.17,0.22,0.16,24,automatic,nc,nc
2016-08-20T21:56:03.100Z,35.9905,-117.9211667,3.7,1.14,ml,16,109,0.03031,0.1,ci,ci37666464,2016-08-20T21:59:44.590Z,"6km NNW of Little Lake, CA",earthquake,0.22,0.5,0.211,19,automatic,ci,ci
2016-08-20T21:46:57.960Z,-55.3237,-30.4736,10,5,mb,,75,3.633,0.6,us,us10006fh6,2016-08-20T22:04:06.040Z,"255km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.7,1.9,0.097,34,reviewed,us,us
2016-08-20T21:33:29.000Z,60.0983,-139.6169,5,1.1,ml,,,,0.51,ak,ak13860011,2016-08-20T21:50:27.243Z,"61km N of Yakutat, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-20T21:28:54.000Z,62.5391,-151.548,100,2.8,ml,,,,0.42,ak,ak13860002,2016-08-20T21:41:10.573Z,"78km WNW of Talkeetna, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-08-20T21:26:00.290Z,37.4705009,-118.8451691,6.55,1.22,md,18,183,0.09974,0.02,nc,nc72681366,2016-08-20T21:27:37.966Z,"22km SSE of Mammoth Lakes, California",earthquake,0.42,1.14,0.2,13,automatic,nc,nc
2016-08-20T21:18:54.190Z,33.4975,-116.5321667,7.97,1.33,ml,46,59,0.05859,0.19,ci,ci37666448,2016-08-20T21:29:58.720Z,"15km ESE of Anza, CA",earthquake,0.23,0.43,0.198,26,automatic,ci,ci
2016-08-20T21:08:18.000Z,64.6895,-149.2459,15,1.6,ml,,,,0.53,ak,ak13859997,2016-08-20T21:22:26.425Z,"13km NNW of North Nenana, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-08-20T20:56:36.000Z,64.9546,-147.3372,5,1,ml,,,,0.53,ak,ak13859994,2016-08-20T21:13:11.730Z,"19km NNE of Badger, Alaska",earthquake,0.3,49.7,,,automatic,ak,ak
2016-08-20T20:56:14.370Z,40.4847,-120.7744,0,1.4,ml,10,134.53,0.319,0.1228,nn,nn00556910,2016-08-20T21:12:54.233Z,"12km NW of Susanville, California",earthquake,,0,0.27,3,reviewed,nn,nn
2016-08-20T20:32:40.000Z,61.7012,-146.3079,5,1.5,ml,,,,0.64,ak,ak13859623,2016-08-20T20:54:44.798Z,"60km SW of Glennallen, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-20T20:23:11.650Z,-55.2223,-31.1955,33.8,5.2,mb,,54,3.208,1.24,us,us10006fh0,2016-08-20T20:41:32.040Z,"298km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.2,3.9,0.079,53,reviewed,us,us
2016-08-20T20:17:42.300Z,35.9888333,-117.921,3.74,1.09,ml,19,47,0.03117,0.13,ci,ci37666416,2016-08-20T20:21:18.306Z,"6km NNW of Little Lake, CA",earthquake,0.25,0.54,0.225,20,automatic,ci,ci
2016-08-20T19:57:11.590Z,35.9908333,-117.9241667,2.78,1.01,ml,15,64,0.03216,0.11,ci,ci37666408,2016-08-20T20:00:55.201Z,"6km NNW of Little Lake, CA",earthquake,0.22,1.09,0.3,17,automatic,ci,ci
2016-08-20T19:19:53.780Z,34.553,-118.492,3.02,1.51,ml,9,123,0.1157,0.3,ci,ci37666400,2016-08-20T19:23:49.420Z,"13km NNE of Valencia, CA",earthquake,0.96,1.2,0.388,25,automatic,ci,ci
2016-08-20T18:59:23.350Z,38.8033333,-122.7736664,-0.22,1.46,md,18,56,0.01133,0.04,nc,nc72681301,2016-08-20T19:00:57.580Z,"3km NNW of The Geysers, California",earthquake,0.17,0.54,0.04,6,automatic,nc,nc
2016-08-20T18:54:45.000Z,61.1756,-147.4072,5,1.3,ml,,,,0.58,ak,ak13859621,2016-08-20T19:05:28.832Z,"57km W of Valdez, Alaska",earthquake,0.5,79.3,,,automatic,ak,ak
2016-08-20T18:20:57.180Z,33.7086667,-116.76,15.49,1.86,ml,63,16,0.03829,0.17,ci,ci37666360,2016-08-20T18:31:41.830Z,"5km SW of Idyllwild, CA",earthquake,0.17,0.34,0.187,26,automatic,ci,ci
2016-08-20T18:17:07.290Z,35.989,-117.922,3.59,2.16,ml,29,52,0.03172,0.1,ci,ci37666344,2016-08-20T18:27:35.240Z,"6km NNW of Little Lake, CA",earthquake,0.15,0.41,0.2,25,automatic,ci,ci
2016-08-20T18:16:06.000Z,60.9938,-151.3774,50,2.2,ml,,,,0.62,ak,ak13859617,2016-08-20T18:23:09.791Z,"34km N of Nikiski, Alaska",earthquake,0.4,0.9,,,automatic,ak,ak
2016-08-20T17:43:26.000Z,60.4783,-143.1902,10,2,ml,,,,0.76,ak,ak13859142,2016-08-20T17:54:06.462Z,"62km NW of Cape Yakataga, Alaska",earthquake,0.2,0.1,,,automatic,ak,ak
2016-08-20T17:29:31.000Z,63.3939,-151.3384,5,1.2,ml,,,,0.59,ak,ak13859139,2016-08-20T17:37:22.537Z,"119km W of Cantwell, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-20T17:25:12.000Z,62.9486,-151.1268,90,1.1,ml,,,,0.21,ak,ak13859138,2016-08-20T17:30:12.104Z,"87km NW of Talkeetna, Alaska",earthquake,1.3,3,,,automatic,ak,ak
2016-08-20T17:24:48.500Z,17.8668,-66.639,10,2.2,Md,8,270,0.17696811,0.27,pr,pr16233005,2016-08-20T18:04:55.599Z,"16km S of Ponce, Puerto Rico",earthquake,1.2,1,0,8,reviewed,pr,pr
2016-08-20T17:13:36.000Z,64.4909,-149.3748,15,1.3,ml,,,,0.65,ak,ak13859130,2016-08-20T17:22:56.896Z,"15km SW of North Nenana, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-08-20T17:11:15.801Z,37.3166,-114.6418,5.1,1.9,ml,18,102.16,0.338,0.141,nn,nn00556875,2016-08-20T17:26:26.562Z,"35km SSW of Caliente, Nevada",earthquake,,2.5,0.27,12,reviewed,nn,nn
2016-08-20T16:47:57.000Z,66.8041,-147.1892,15,2,ml,,,,0.93,ak,ak13859117,2016-08-20T17:01:27.805Z,"88km WNW of Fort Yukon, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-20T16:42:00.000Z,59.5778,-152.8702,100,2,ml,,,,0.51,ak,ak13859106,2016-08-20T16:54:18.714Z,"62km WSW of Anchor Point, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-08-20T16:41:02.000Z,69.6423,-144.8114,5,1.9,ml,,,,1.02,ak,ak13859105,2016-08-20T16:47:05.989Z,"71km SW of Kaktovik, Alaska",earthquake,0.5,0.6,,,automatic,ak,ak
2016-08-20T16:28:11.860Z,40.2261,143.9035,10,5.3,mb,,135,1.874,1.16,us,us10006ffr,2016-08-20T16:47:55.212Z,"179km ENE of Miyako, Japan",earthquake,6.8,1.9,0.116,25,reviewed,us,us
2016-08-20T16:16:53.000Z,61.654,-146.4189,15,1.9,ml,,,,1,ak,ak13858739,2016-08-20T16:26:04.403Z,"58km N of Valdez, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-20T16:16:09.000Z,59.5778,-152.8702,100,2.6,ml,,,,0.82,ak,ak13858731,2016-08-20T16:26:03.769Z,"62km WSW of Anchor Point, Alaska",earthquake,0.7,0.5,,,automatic,ak,ak
2016-08-20T16:11:06.040Z,38.8095016,-122.8221664,1.82,1.14,md,15,111,0.005514,0.05,nc,nc72681256,2016-08-20T16:12:42.469Z,"6km WNW of The Geysers, California",earthquake,0.36,0.46,0.1,5,automatic,nc,nc
2016-08-20T16:10:34.260Z,40.4432,143.8198,10,5.3,mb,,146,6.558,0.98,us,us10006ffj,2016-08-20T16:44:52.358Z,"182km ENE of Miyako, Japan",earthquake,8.2,1.9,0.09,41,reviewed,us,us
2016-08-20T15:58:04.180Z,40.2933,143.7539,10,6,mwp,,141,2.108,1.3,us,us10006ffg,2016-08-21T02:57:03.000Z,"170km ENE of Miyako, Japan",earthquake,7.5,1.9,0.043,58,reviewed,us,us
2016-08-20T15:43:13.180Z,36.1741676,-120.5743332,4.27,1.04,md,5,186,0.1817,0.25,nc,nc72681206,2016-08-20T15:46:12.291Z,"19km WNW of Coalinga, California",earthquake,6.32,19.47,0.08,3,automatic,nc,nc
2016-08-20T15:37:47.900Z,18.0583,-66.221,37,2,Md,4,349.2,0.34046149,0.6,pr,pr16233006,2016-08-20T18:42:50.934Z,"2km ESE of Vazquez, Puerto Rico",earthquake,39.5,7.9,0,2,reviewed,pr,pr
2016-08-20T15:36:06.000Z,65.1893,-152.7872,10,1.5,ml,,,,0.43,ak,ak13858714,2016-08-20T15:43:30.299Z,"33km W of Tanana, Alaska",earthquake,0.3,0.4,,,automatic,ak,ak
2016-08-20T15:32:06.000Z,61.6014,-146.3197,30,1.1,ml,,,,0.56,ak,ak13858711,2016-08-20T15:43:29.707Z,"52km N of Valdez, Alaska",earthquake,0.3,0.2,,,automatic,ak,ak
2016-08-20T15:28:56.270Z,32.7141667,-115.416,11.47,1.8,ml,20,77,0.08582,0.19,ci,ci37666256,2016-08-20T15:39:58.010Z,"8km NE of Mexicali, B.C., MX",earthquake,0.51,0.79,0.196,27,automatic,ci,ci
2016-08-20T15:27:21.000Z,60.3144,-137.5698,5,1.3,ml,,,,0.71,ak,ak13858710,2016-08-20T15:36:27.921Z,"48km S of Haines Junction, Canada",earthquake,0.4,0.6,,,automatic,ak,ak
2016-08-20T14:56:08.000Z,56.6207,-148.4718,2,2.7,ml,,,,0.25,ak,ak13858364,2016-08-20T23:13:46.246Z,"271km ESE of Kodiak, Alaska",earthquake,6.9,0.1,,,reviewed,ak,ak
2016-08-20T14:44:41.480Z,34.1326667,-117.1211667,23.69,1.02,ml,18,164,0.1435,0.27,ci,ci37666232,2016-08-20T14:48:26.614Z,"7km N of Mentone, CA",earthquake,1.4,2.57,0.185,20,automatic,ci,ci
2016-08-20T14:37:12.910Z,-5.5382,-106.5435,10,4.6,mb,,151,21.634,0.93,us,us10006ff6,2016-08-20T15:31:07.040Z,"Central East Pacific Rise",earthquake,15.8,1.9,0.086,40,reviewed,us,us
2016-08-20T14:33:05.750Z,38.8683319,-122.8228302,1.21,1.38,md,18,82,0.01346,0.04,nc,nc72681146,2016-08-20T14:34:42.707Z,"10km WNW of Cobb, California",earthquake,0.25,0.35,0.12,6,automatic,nc,nc
2016-08-20T14:20:39.020Z,32.3543333,-115.3626667,13.29,2.07,ml,15,195,0.08126,0.25,ci,ci37666216,2016-08-20T14:24:36.679Z,"16km W of Delta, B.C., MX",earthquake,1.3,1.39,0.206,23,automatic,ci,ci
2016-08-20T13:59:18.470Z,14.1563,-92.2068,39.31,4.1,mb,,206,0.616,0.85,us,us10006ff1,2016-08-20T14:20:03.040Z,"35km WSW of Champerico, Guatemala",earthquake,8.8,19.3,0.233,5,reviewed,us,us
2016-08-20T13:46:24.000Z,60.5115,-148.9035,15,2.4,ml,,,,0.75,ak,ak13858008,2016-08-20T15:52:50.717Z,"31km SSW of Whittier, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-20T13:19:40.463Z,35.9792,-116.0903,11.1,1,ml,19,76.03,0.17,0.1827,nn,nn00556859,2016-08-21T02:36:15.715Z,"27km SSW of Pahrump, Nevada",earthquake,,2.3,0.27,7,reviewed,nn,nn
2016-08-20T13:17:40.710Z,47.9425,-124.653,30.54,1.49,ml,7,262,0.05857,0.41,uw,uw61181857,2016-08-20T16:47:33.660Z,"20km W of Forks, Washington",earthquake,2,1.82,0.223,8,reviewed,uw,uw
2016-08-20T13:15:08.080Z,19.2245007,-155.3970032,34.24,1.84,md,39,146,0.01294,0.17,hv,hv61380921,2016-08-20T13:18:25.190Z,"8km ENE of Pahala, Hawaii",earthquake,0.54,0.78,0.01,3,automatic,hv,hv
2016-08-20T13:11:26.000Z,62.2,-150.1071,20,1.2,ml,,,,0.29,ak,ak13858006,2016-08-20T13:15:42.484Z,"13km S of Talkeetna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-08-20T12:43:14.800Z,19.225,-67.3694,46,3.1,Md,6,316.8,0.79141577,0.18,pr,pr16233003,2016-08-20T15:56:05.588Z,"85km NNW of San Antonio, Puerto Rico",earthquake,1.6,4.8,0,6,reviewed,pr,pr
2016-08-20T12:35:44.000Z,59.1941,-152.6618,70,1.7,ml,,,,0.31,ak,ak13857999,2016-08-20T12:48:19.916Z,"80km SW of Homer, Alaska",earthquake,0.4,0.9,,,automatic,ak,ak
2016-08-20T12:30:31.620Z,37.0048332,-121.4564972,8.72,1.5,md,8,144,0.04795,0.01,nc,nc72681116,2016-08-20T12:32:06.701Z,"9km E of Gilroy, California",earthquake,0.38,1.78,0.35,5,automatic,nc,nc
2016-08-20T12:13:01.400Z,19.236,-67.4599,54,3.2,Md,10,302.4,0.83183995,0.25,pr,pr16233004,2016-08-20T16:08:43.071Z,"90km NNW of San Antonio, Puerto Rico",earthquake,1.7,4.4,0,8,reviewed,pr,pr
2016-08-20T12:09:45.000Z,60.0792,-152.7598,100,2,ml,,,,0.43,ak,ak13857658,2016-08-20T12:21:10.472Z,"45km S of Redoubt Volcano, Alaska",earthquake,0.4,0.5,,,automatic,ak,ak
2016-08-20T11:57:27.000Z,61.3996,-149.6866,35,1.2,ml,,,,0.31,ak,ak13857653,2016-08-20T12:07:33.797Z,"13km SSW of Knik-Fairview, Alaska",earthquake,0.3,0.1,,,automatic,ak,ak
2016-08-20T11:55:07.840Z,33.279,-116.1118333,1.13,1.03,ml,35,49,0.147,0.25,ci,ci37666064,2016-08-20T11:58:38.511Z,"15km W of Salton City, CA",earthquake,0.37,0.95,0.121,24,automatic,ci,ci
2016-08-20T11:40:09.290Z,-18.6521,169.0538,206.31,4.8,mb,,76,2.974,1.07,us,us10006fef,2016-08-20T12:03:48.040Z,"101km NNW of Isangel, Vanuatu",earthquake,9.5,6.4,0.04,188,reviewed,us,us
2016-08-20T11:31:15.000Z,61.22,-151.0192,50,2.4,ml,,,,0.59,ak,ak13857627,2016-08-20T11:47:05.567Z,"60km W of Anchorage, Alaska",earthquake,0.3,0.6,,,automatic,ak,ak
2016-08-20T11:27:19.020Z,-54.8677,-31.467,10,5.3,mb,,61,9.197,0.87,us,us10006fej,2016-08-20T12:31:23.040Z,"South Georgia Island region",earthquake,10.9,1.8,0.09,42,reviewed,us,us
2016-08-20T11:24:20.000Z,68.9009,-145.1587,5,2.1,ml,,,,0.59,ak,ak13857304,2016-08-20T11:33:35.584Z,"87km N of Arctic Village, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-08-20T11:19:29.330Z,35.4273,-114.9918,9.3,1.6,ml,7,134.17,0.321,0.1987,nn,nn00556855,2016-08-21T02:36:12.796Z,"7km WSW of Searchlight, Nevada",earthquake,,5.1,0.06,2,reviewed,nn,nn
